code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,fiscal_month,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason,yield_used,manual_check_reason,core_buyable_now,satellite_buyable_now,dividend_yield_total_actual,yield_basis,dividend_yield_total_fwd,effective_yield,drop_reason_core,drop_reason_satellite,info_flags,needs_manual_history_check
62780,16160.0,14452.0,10445.933333333332,9466.425,17580.0,3180.0,8419.425,98.54416046586864,0.5812133072407044,1.3386396526772797,1.8908765652951696,4.1712,True,True,True,True,True,True,True,True,True,9.0,True,5,10,yf,True,1.0,0.5,233.1428571428572,True,14000000.0,1813000000.0,1813856940.0,1813000000.0,105.0,4233.71,305.86,17274828.0,12.0,1.0,fcf_payout_extreme:233.14,機械,機械,ユニオンツール,0.0064975247524752,0.0064944550567684,False,False,52.83463022297783,3.816983213304643,5.01502320985984e-05,0.9119496855345912,False,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.306614295412666,True,6,yield_below_2pct,False,False,False,False,71.77208023293431,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0064944550567684,dps_fallback,0.0064975247524752,0.0064975247524752,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,,False
42410,796.0,739.0354333496093,565.5486958821615,529.6015219116211,1035.042724609375,349.0,499.96080993652345,95.37366548042704,0.5133079847908746,0.8298850574712644,0.9320388349514565,1.2234636871508382,True,True,True,True,True,True,True,True,True,6.0,True,5,10,yf,True,1.0,1.0,0.284789644012945,False,10000000.0,44000000.0,44209270.0,44000000.0,10.0,387.81,9.09,4420927.0,3.0,1.0,div_split_adjusted,化学,素材・化学,アテクト,0.0125628140703517,0.0125033464496355,False,False,87.56875687568757,2.052551507181352,0.0028416696476444,0.9575757575757576,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,2.4054545454545457,True,7,yield_below_2pct,False,False,False,False,71.68683274021353,E_div_yield; F_value_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0125033464496355,dps_fallback,0.0125628140703517,0.0125628140703517,E_div_yield; F_value_pass,yield_below_2pct,,False
14340,2340.0,1960.78,1605.8266666666666,1455.675,2340.0,789.0,1353.86,96.9265609835005,0.344055140723722,0.9830508474576272,1.4528301886792452,2.236514522821577,True,True,True,True,True,True,True,True,True,4.0,True,5,10,yf,True,0.5,1.0,0.2783208740655549,False,913000000.0,277000000.0,277486240.0,277000000.0,40.0,1077.64,155.31,6937156.0,8.0,1.0,,建設業,建設・資材,ＪＥＳＣＯホールディングス,0.017094017094017,0.017064063194783,False,False,15.066640911724935,2.171411603132772,0.0562436451149347,0.5,True,False,False,False,False,False,6,A_non_cut_years; B_cfo_pos_ratio; E_div_yield,False,2.6833225178455544,True,7,yield_below_2pct,False,True,False,False,71.46328049175025,A_non_cut_years; B_cfo_pos_ratio; E_div_yield; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.017064063194783,dps_fallback,0.017094017094017,0.017094017094017,A_non_cut_years; B_cfo_pos_ratio; E_div_yield,yield_below_2pct,,False
64030,4015.0,4020.8,3408.9333333333334,3143.065,4085.0,1572.0,2935.78,92.91491426722745,0.1705539358600583,0.4187279151943464,1.0339412360688955,1.7747062888735314,True,True,True,True,False,True,True,True,False,8.0,True,5,10,yf,True,0.5,0.5,0.1978160436791264,True,2381000000.0,235000000.0,235484645.0,235000000.0,55.0,2377.22,99.75,4281539.0,3.0,1.0,div_split_adjusted,機械,機械,水道機工,0.0136986301369863,0.0136704373323015,False,False,40.25062656641604,1.6889475942487444,0.1385077076094043,0.8364779874213837,True,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,0.9707934866890668,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,71.45745713361372,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; TT_not_all_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0136704373323015,dps_fallback,0.0136986301369863,0.0136986301369863,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass,False
77210,7340.0,7790.12873046875,6326.230413411458,5827.9728100585935,9157.2958984375,2701.0,5510.736435546875,90.81203494014882,0.0180305131761442,0.4563492063492063,0.8101109741060419,1.9023329379201264,True,True,True,True,False,True,True,True,False,10.0,True,5,10,yf,True,0.0,0.0,,True,-4480000000.0,575000000.0,575024065.0,575000000.0,35.0,2460.11,231.15,16429259.0,3.0,0.75,div_split_adjusted,精密機器,電機・精密,東京計器,0.0047683923705722,0.0047681928113374,False,False,31.754272117672507,2.983606424102987,-0.0371504413822463,0.7272727272727273,False,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,12.299479166666668,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,71.4060174700744,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout; TT_not_all_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0047681928113374,dps_fallback,0.0047683923705722,0.0047683923705722,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:fcf_payout,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass,False
71160,178503888.0,137902081.64,45967953.73333333,34476165.53,178503888.0,744.0,16796800.89,99.644128113879,220919.6534653465,178681.57057057056,219831.3743842365,178502.888,True,True,True,True,True,True,True,True,True,,False,5,2,jquants,True,1.0,0.6666666666666666,1.1935483870967742,True,-927000000.0,121000000.0,121813065.0,121000000.0,45.0,837.57,-60.5,2706957.0,3.0,1.0,div_history_short,卸売業,商社・卸売,ダイワ通信,2.520953493181056e-07,2.5041268986615497e-07,False,False,,213121.1576345857,-1.918450938065501e-06,,False,False,False,False,False,False,6,data_missing:div_history; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.5067650676506764,True,7,yield_below_2pct,False,False,False,False,71.3220640569395,data_missing:div_history; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,2.5041268986615497e-07,dps_fallback,2.520953493181056e-07,2.520953493181056e-07,data_missing:div_history; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,,True
41250,3385.0,3031.5603076171874,2326.0973974609374,2106.648048095703,3575.0,1137.0,1935.5599548339844,96.53833710773212,0.2158764367816092,1.0269461077844313,1.3654786862334034,2.000886524822695,True,True,True,True,True,True,True,True,True,,False,5,5,yf,True,1.0,0.5,0.368801652892562,True,-824000000.0,185000000.0,185669442.0,185000000.0,43.0,2854.65,136.98,4317894.0,3.0,1.0,div_history_short,化学,素材・化学,三和油化工業,0.0127031019202363,0.0126573001455119,False,False,24.711636735289822,1.1857845970609355,-0.0563762990264964,0.7575757575757576,True,False,False,False,False,False,6,data_missing:div_history; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,0.6452709080611668,True,7,yield_below_2pct,False,False,False,False,71.26916855386607,data_missing:div_history; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0126573001455119,dps_fallback,0.0127031019202363,0.0127031019202363,data_missing:div_history; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,yield_below_2pct,,True
59850,1645.0,1460.8802014160156,1166.5910237630208,998.7032678222656,2257.42578125,267.0,877.7254455566406,99.0294403105791,0.5577651515151516,0.4859981933152664,4.5574324324324325,5.2075471698113205,True,True,True,True,True,True,False,True,False,1.0,True,5,10,yf,True,1.0,0.5,0.3673716012084592,True,1655000000.0,0.0,0.0,0.0,0.0,880.63,-25.53,30197405.0,3.0,1.0,,金属製品,建設・資材,サンコール,0.0,0.0,False,False,,1.86798087732646,0.0333167378904122,,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,False,4.160981110797858,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,71.01472015528955,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0,dps_fallback,0.0,0.0,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass,False
96780,4560.0,4259.7,3889.033333333333,3764.0,4560.0,2934.0,3643.025,79.97411840828211,0.1343283582089551,0.2719665271966527,0.4183514774494556,0.6033755274261603,True,True,True,True,True,True,True,True,True,10.0,True,5,10,yf,True,1.0,1.0,0.0751858519797675,False,42684000000.0,3308000000.0,3308391815.0,3308000000.0,95.0,4227.68,314.15,34825177.0,10.0,1.0,,サービス業,情報通信・サービスその他,カナモト,0.0208333333333333,0.0208308660280815,False,False,14.515358904981698,1.0786057601332173,0.268786180635621,0.4538152610441767,True,False,False,False,False,False,6,E_div_yield,True,2.4232319930260435,True,7,,True,False,False,False,70.98705920414105,OK,total,yield_total_fallback_dps,False,True,0.0208308660280815,dps_fallback,0.0208333333333333,0.0208333333333333,E_div_yield,OK,,False
67400,110.0,61.68,34.3,30.29,133.0,14.0,23.46,99.51472015528957,4.0,4.789473684210527,5.111111111111111,6.857142857142857,True,True,True,True,True,True,True,True,True,,False,5,2,jquants,False,0.0,0.0,,True,,,,,,,-10.03,,3.0,0.75,shares_missing; div_history_short,電気機器,電機・精密,ジャパンディスプレイ,,,False,False,,,,,False,False,False,False,False,False,6,data_missing:div_history; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.766497461928934,True,7,yield_unknown,False,False,False,False,70.75736007764478,data_missing:div_history; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout; yield_unknown,none,,False,False,,none,,,data_missing:div_history; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; data_missing:yield; data_missing:fcf_payout,yield_unknown,,True
77710,387.0,450.16,233.08,198.025,925.0,61.0,167.24,99.25590423811065,0.682608695652174,3.2527472527472527,3.2527472527472527,5.672413793103448,True,True,True,True,False,True,False,True,False,,False,5,2,jquants,True,1.0,1.0,0.0,False,140000000.0,0.0,0.0,0.0,0.0,66.73,-0.91,22028507.0,3.0,1.0,div_history_short,精密機器,電機・精密,日本精密,0.0,0.0,False,False,,5.799490484040161,0.0164222253438761,,False,False,False,False,False,False,5,data_missing:div_history; E_div_yield; F_value_pass,False,2.2781456953642385,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,70.62795211905532,data_missing:div_history; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0,dps_fallback,0.0,0.0,data_missing:div_history; E_div_yield; F_value_pass,TT_not_all_pass; yield_below_2pct,info_tt_not_all_pass,True
31050,1820.0,1616.96,1379.32,1282.472,1834.0,764.3,1215.1545,93.17373018440634,0.2780898876404494,0.467741935483871,0.9882018789600177,1.4077258896679457,True,True,True,True,True,True,True,True,True,6.0,True,5,10,yf,True,1.0,0.5,1.5065246338215712,True,7510000000.0,5658000000.0,5658012180.0,5658000000.0,36.0,1714.44,65.4,157167005.0,12.0,1.0,,電気機器,電機・精密,日清紡ホールディングス,0.0197802197802197,0.0197801771993505,False,False,27.82874617737003,1.0615711252653928,0.0262547067456914,0.6477272727272727,True,False,False,False,False,False,6,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,False,3.706758914316126,True,7,yield_below_2pct,False,False,False,False,70.58686509220317,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0197801771993505,dps_fallback,0.0197802197802197,0.0197802197802197,C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield,yield_below_2pct,,False
58030,5762.0,4382.329296875,3374.621376627604,2935.833032470703,5951.0,668.3,2560.9991042480465,99.15884826916856,0.9984046058335934,1.0596961572832888,3.42380038387716,8.622578490313963,True,True,True,True,True,True,True,True,True,0.0,True,5,10,yf,True,1.0,1.0,0.2550878237570705,False,94996000000.0,27640000000.0,27590010300.0,27640000000.0,100.0,1476.96,330.32,275900103.0,3.0,1.0,div_split_adjusted,非鉄金属,鉄鋼・非鉄,フジクラ,0.0173550850399166,0.0173865303161303,False,False,17.443690966335677,3.901256635250786,0.0597558188824571,0.4,True,False,False,False,False,False,6,A_non_cut_years; E_div_yield,False,1.3360852452721514,True,7,yield_below_2pct,False,False,False,False,70.57942413458429,A_non_cut_years; E_div_yield; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0173865303161303,dps_fallback,0.0173550850399166,0.0173550850399166,A_non_cut_years; E_div_yield,yield_below_2pct,,False
49710,8220.0,7005.0,5435.7,4777.49,8670.0,1954.0,4302.2,98.12358460045292,0.5899419729206963,0.9341176470588236,2.014301430143014,3.5289256198347108,True,True,True,True,True,True,True,True,True,7.0,True,5,10,yf,True,1.0,1.0,0.3545359749739312,False,4251000000.0,850000000.0,842618340.0,850000000.0,45.0,1436.45,122.38,18724852.0,12.0,1.0,div_split_adjusted,化学,素材・化学,メック,0.0054744525547445,0.0055224108598595,False,False,67.16783788200686,5.722440739322636,0.0276185512532506,0.9393939393939394,False,False,False,False,False,False,6,E_div_yield; F_value_pass,False,0.279432725199544,True,6,yield_below_2pct,False,False,False,False,70.56179230022647,E_div_yield; F_value_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0055224108598595,dps_fallback,0.0054744525547445,0.0054744525547445,E_div_yield; F_value_pass,yield_below_2pct,,False
62980,1293.0,1088.7215832519532,1011.2781514485677,960.0986135864258,1293.0,641.0,929.3619158935549,88.61209964412812,0.1503558718861211,0.4693181818181817,0.6792207792207792,1.0754414125200644,True,True,True,True,True,True,True,True,True,0.0,True,5,10,yf,True,1.0,0.5,0.8656622724419335,True,1593000000.0,690000000.0,1013005730.0,690000000.0,55.0,916.36,30.39,18418286.0,3.0,1.0,div_split_adjusted,機械,機械,ワイエイシイホールディングス,0.0425367362722351,0.0289735261693359,False,False,42.54689042448174,1.4110175040377144,0.0668910538952929,0.8553459119496856,True,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail,True,6.797665369649805,True,7,,True,True,False,False,70.30604982206407,OK,total,yield_total_fallback_dps,False,True,0.0289735261693359,dps_fallback,0.0425367362722351,0.0425367362722351,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail,OK,,False
68000,3990.0,3180.2075390625,2340.1901432291666,2110.762607421875,4125.0,1055.0,1892.8075341796875,98.60886444516338,0.7362924281984333,1.625,1.872570194384449,2.8439306358381504,True,True,True,True,True,True,True,True,True,0.0,True,5,10,yf,True,1.0,0.5,0.7016487000634115,True,3154000000.0,1118000000.0,1118912880.0,1118000000.0,48.0,2228.1,95.58,23310685.0,3.0,1.0,,電気機器,電機・精密,ヨコオ,0.0120300751879699,0.0120202602906406,False,False,41.74513496547395,1.7907634307257303,0.0339104659719862,0.8125,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,1.3168557536466774,True,7,yield_below_2pct,False,False,False,False,70.30443222258168,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct,total,yield_total_fallback_dps,False,False,0.0120202602906406,dps_fallback,0.0120300751879699,0.0120300751879699,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,yield_below_2pct,,False
